n;date;relative_humidity_1;barometric_pressure_1;temperature_1;analog_output_12
1014;2020-10-08T23:31:19.950Z;87,5;1015,4;11,6;26,53
1015;2020-10-08T23:41:19.942Z;87;1015,5;11,6;26,54
1016;2020-10-08T23:51:19.936Z;87;1015,5;11,5;26,54
1017;2020-10-09T00:01:19.927Z;87;1015,5;11,5;26,55
1018;2020-10-09T00:11:19.918Z;87;1015,6;11,4;26,55
1019;2020-10-09T00:21:19.908Z;87;1015,7;11,3;26,55
1020;2020-10-09T00:31:19.901Z;87;1015,7;11,3;26,55
1021;2020-10-09T00:41:19.893Z;87;1015,7;11,2;26,55
1022;2020-10-09T00:51:19.929Z;87;1015,8;11,2;26,56
1023;2020-10-09T01:01:19.875Z;87,5;1015,9;11,2;26,56
1024;2020-10-09T01:11:19.868Z;87;1016;11,2;26,56
1025;2020-10-09T01:21:19.859Z;87;1016;11,2;26,56
1026;2020-10-09T01:31:19.851Z;87,5;1016;11,1;26,56
1027;2020-10-09T01:41:19.842Z;87,5;1016,1;11,1;26,57
1028;2020-10-09T01:51:19.835Z;87;1016;11,1;26,57
1029;2020-10-09T02:01:19.825Z;87;1016,1;11;26,57
1030;2020-10-09T02:11:19.816Z;87,5;1016,2;11;26,57
1031;2020-10-09T02:21:19.806Z;87,5;1016,2;11;26,57
1032;2020-10-09T02:31:19.797Z;87,5;1016,1;11;26,58
1033;2020-10-09T02:41:19.788Z;87,5;1016,1;10,9;26,58
1034;2020-10-09T02:51:19.779Z;87,5;1016,2;10,9;26,58
1035;2020-10-09T03:01:19.771Z;87,5;1016,2;10,9;26,58
1036;2020-10-09T03:11:19.763Z;87,5;1016,1;10,9;26,59
1037;2020-10-09T03:21:19.753Z;87,5;1016,1;10,8;26,58
1038;2020-10-09T03:31:19.746Z;87,5;1016,1;10,8;26,59
1039;2020-10-09T03:41:19.738Z;87,5;1016,1;10,8;26,58
1040;2020-10-09T03:51:19.729Z;87,5;1016,1;10,8;26,59
1041;2020-10-09T04:01:19.746Z;87,5;1016,1;10,8;26,58
1042;2020-10-09T04:11:19.712Z;87,5;1016,2;10,7;26,59
1043;2020-10-09T04:21:19.708Z;87,5;1016,2;10,7;26,59
1044;2020-10-09T04:31:19.694Z;87,5;1016,3;10,7;26,6
1045;2020-10-09T04:41:19.686Z;87,5;1016,3;10,7;26,59
1046;2020-10-09T04:51:19.677Z;87,5;1016,3;10,7;26,6
1047;2020-10-09T05:01:19.668Z;87,5;1016,2;10,7;26,59
1048;2020-10-09T05:11:19.661Z;87,5;1016,2;10,7;26,59
1049;2020-10-09T05:31:19.646Z;87,5;1016,3;10,7;26,6
1050;2020-10-09T05:41:19.635Z;87,5;1016,3;10,7;26,6
1051;2020-10-09T05:51:19.628Z;87,5;1016,3;10,7;26,6
1052;2020-10-09T06:01:19.619Z;87,5;1016,3;10,7;26,6
1053;2020-10-09T06:11:19.610Z;87,5;1016,3;10,7;26,61
1054;2020-10-09T06:21:19.634Z;87,5;1016,3;10,7;26,6
1055;2020-10-09T06:31:19.594Z;87,5;1016,4;10,7;26,6
1056;2020-10-09T06:41:19.586Z;87,5;1016,4;10,7;26,61
1057;2020-10-09T06:51:19.577Z;87,5;1016,4;10,8;26,61
1058;2020-10-09T07:01:19.568Z;87,5;1016,3;10,8;26,6
1059;2020-10-09T07:11:19.560Z;87,5;1016,3;10,9;26,6
1060;2020-10-09T07:21:19.549Z;87,5;1016,3;10,9;26,59
1061;2020-10-09T07:31:19.542Z;87,5;1016,3;11;26,59
1062;2020-10-09T07:41:19.533Z;87,5;1016,3;11;26,6
1063;2020-10-09T07:51:19.525Z;87,5;1016,4;11,1;26,59
1064;2020-10-09T08:01:19.517Z;87,5;1016,4;11,2;26,59
1065;2020-10-09T08:11:19.510Z;87,5;1016,4;11,2;26,58
1066;2020-10-09T08:21:19.501Z;87,5;1016,3;11,3;26,58
1067;2020-10-09T08:31:19.492Z;87,5;1016,3;11,4;26,57
1068;2020-10-09T08:41:19.483Z;87,5;1016,3;11,5;26,57
1069;2020-10-09T08:51:19.509Z;87,5;1016,2;11,7;26,57
1070;2020-10-09T09:01:19.465Z;87,5;1016,4;11,9;26,56
1071;2020-10-09T09:11:19.457Z;87,5;1016,4;12;26,54
1072;2020-10-09T09:21:19.448Z;87,5;1016,3;12,2;26,54
1073;2020-10-09T09:31:19.441Z;87,5;1016,2;12,2;26,53
1074;2020-10-09T09:41:19.433Z;87,5;1015,9;12,3;26,52
1075;2020-10-09T09:51:19.425Z;87,5;1016;12,5;26,51
1076;2020-10-09T10:01:19.417Z;87,5;1015,9;12,6;26,51
1077;2020-10-09T10:11:19.407Z;87,5;1015,8;12,7;26,5
1078;2020-10-09T10:21:19.433Z;87;1015,8;12,8;26,48
1079;2020-10-09T10:31:19.391Z;87,5;1015,8;12,9;26,49
1080;2020-10-09T10:41:19.383Z;87,5;1015,7;12,9;26,48
1081;2020-10-09T10:51:19.375Z;87,5;1015,7;13;26,47
1082;2020-10-09T11:01:19.365Z;87;1015,7;13;26,46
1083;2020-10-09T11:11:19.358Z;87;1015,7;13;26,45
1084;2020-10-09T11:21:19.349Z;87;1015,6;13,1;26,46
1085;2020-10-09T11:31:19.339Z;87;1015,6;13,2;26,46
1086;2020-10-09T11:41:19.332Z;87;1015,5;13,2;26,45
1087;2020-10-09T11:51:19.323Z;87;1015,4;13,2;26,45
1088;2020-10-09T12:01:19.314Z;87;1015,4;13,4;26,44
1089;2020-10-09T12:11:19.305Z;87;1015,2;13,6;26,44
1090;2020-10-09T12:21:19.298Z;87;1015;14,1;26,4
1091;2020-10-09T12:31:19.289Z;86,5;1014,9;14,3;26,35
1092;2020-10-09T12:41:19.282Z;86,5;1014,9;14,3;26,3
1093;2020-10-09T12:51:19.273Z;86,5;1014,7;14,3;26,29
1094;2020-10-09T13:01:19.266Z;86;1014,7;14,4;26,27
1095;2020-10-09T13:11:19.256Z;85,5;1014,7;14;26,29
1096;2020-10-09T13:21:19.249Z;85,5;1014,7;13,7;26,3
1097;2020-10-09T13:31:19.240Z;85,5;1014,6;13,5;26,31
1098;2020-10-09T13:41:19.229Z;85,5;1014,6;13,4;26,32
1099;2020-10-09T13:51:19.223Z;85,5;1014,5;13,4;26,33
1100;2020-10-09T14:01:19.214Z;85,5;1014,6;13,4;26,34
1101;2020-10-09T14:11:19.205Z;85,5;1014,6;13,3;26,35
1102;2020-10-09T14:21:19.198Z;85,5;1014,5;13,1;26,36
1103;2020-10-09T14:31:19.189Z;85,5;1014,4;13;26,37
1104;2020-10-09T14:41:19.182Z;85,5;1014,4;13,1;26,38
1105;2020-10-09T14:51:19.171Z;85,5;1014,4;13,1;26,38
1106;2020-10-09T15:01:19.162Z;85,5;1014,3;13,1;26,39
1107;2020-10-09T15:11:19.156Z;85;1014,2;13,1;26,39
1108;2020-10-09T15:21:19.225Z;85;1014,2;13,1;26,41
1109;2020-10-09T15:31:19.139Z;85;1014,2;13;26,41
1110;2020-10-09T15:41:19.130Z;84,5;1014,3;12,9;26,41
1111;2020-10-09T15:51:19.122Z;84,5;1014,3;12,7;26,41
1112;2020-10-09T16:01:19.113Z;84,5;1014,2;12,5;26,43
1113;2020-10-09T16:11:19.104Z;84,5;1014,2;12,4;26,43
1114;2020-10-09T16:21:19.098Z;84,5;1014,2;12,2;26,44
1115;2020-10-09T16:31:19.088Z;84,5;1014,3;12;26,45
1116;2020-10-09T16:41:19.081Z;84,5;1014,4;11,9;26,45
1117;2020-10-09T16:51:19.071Z;84,5;1014,4;11,7;26,47
1118;2020-10-09T17:01:19.062Z;84,5;1014,3;11,5;26,47
1119;2020-10-09T17:11:19.053Z;84,5;1014,3;11,3;26,49
1120;2020-10-09T17:21:19.046Z;84,5;1014,4;11,1;26,5
1121;2020-10-09T17:31:19.037Z;84,5;1014,4;10,9;26,51
1122;2020-10-09T17:41:19.030Z;84,5;1014,5;10,7;26,52
1123;2020-10-09T17:51:19.020Z;84,5;1014,5;10,6;26,54
1124;2020-10-09T18:01:19.010Z;84,5;1014,5;10,5;26,55
1125;2020-10-09T18:11:19.003Z;84,5;1014,4;10,4;26,56
1126;2020-10-09T18:21:18.993Z;84,5;1014,3;10,3;26,57
1127;2020-10-09T18:31:18.985Z;84,5;1014,3;10,2;26,58
1128;2020-10-09T18:41:18.977Z;84,5;1014,2;10,1;26,59
1129;2020-10-09T18:51:18.969Z;84,5;1014,2;10;26,59
1130;2020-10-09T19:01:18.959Z;84,5;1014,1;9,9;26,59
1131;2020-10-09T19:11:18.951Z;84,5;1014,1;9,9;26,61
1132;2020-10-09T19:21:18.941Z;84,5;1014;9,8;26,62
1133;2020-10-09T19:31:18.934Z;84,5;1014;9,8;26,62
1134;2020-10-09T19:41:18.926Z;84,5;1014;9,8;26,62
1135;2020-10-09T19:51:18.918Z;84,5;1014;9,8;26,63
1136;2020-10-09T20:01:18.909Z;84,5;1014;9,8;26,64
1137;2020-10-09T20:11:18.930Z;84,5;1013,9;9,9;26,64
1138;2020-10-09T20:21:33.881Z;84,5;991,4;9,9;26,63
1139;2020-10-09T20:31:33.870Z;84,5;1014;9,9;26,64
1140;2020-10-09T20:41:33.865Z;84,5;1014,2;10;26,63
1141;2020-10-09T20:51:33.854Z;84,5;1014,3;10,1;26,63
1142;2020-10-09T21:01:33.907Z;84,5;1014,3;10,1;26,63
1143;2020-10-09T21:11:33.836Z;84,5;1014,4;10,1;26,63
1144;2020-10-09T21:21:33.829Z;84,5;1014,4;10,1;26,62
1145;2020-10-09T21:31:33.820Z;84,5;1014,5;10,1;26,63
1146;2020-10-09T21:41:33.810Z;84,5;1014,6;10;26,63
1147;2020-10-09T21:51:33.802Z;85;1014,7;9,9;26,63
1148;2020-10-09T22:01:33.791Z;85;1014,9;9,9;26,63
1149;2020-10-09T22:11:33.783Z;85;1014,9;9,8;26,64
1150;2020-10-09T22:21:33.776Z;85;1014,8;9,8;26,64
1151;2020-10-09T22:31:33.767Z;85;1014,6;9,7;26,64
1152;2020-10-09T22:41:33.759Z;85;1014,5;9,7;26,64
1153;2020-10-09T22:51:33.749Z;85;1014,5;9,7;26,65
1154;2020-10-09T23:01:33.740Z;85;1014,6;9,6;26,66
1155;2020-10-09T23:11:33.733Z;85;1014,6;9,6;26,65
1156;2020-10-09T23:21:33.723Z;85;1014,6;9,5;26,66
1157;2020-10-09T23:31:33.715Z;85;1014,7;9,4;26,66
1158;2020-10-09T23:41:33.706Z;85;1014,8;9,2;26,66
1159;2020-10-09T23:51:33.697Z;85;1014,8;9,1;26,67
1160;2020-10-10T00:01:33.721Z;85;1014,9;9;26,67
1161;2020-10-10T00:11:33.681Z;85;1014,9;8,9;26,68
1162;2020-10-10T00:21:33.671Z;85;1014,9;8,9;26,68
1163;2020-10-10T00:31:33.663Z;85;1015,1;8,8;26,7
1164;2020-10-10T00:41:33.652Z;85;1015,1;8,8;26,69
1165;2020-10-10T00:51:33.646Z;85;1015,1;8,8;26,7
1166;2020-10-10T01:01:33.635Z;85;1015,2;8,7;26,7
1167;2020-10-10T01:11:33.627Z;85;1015,2;8,7;26,71
1168;2020-10-10T01:21:33.619Z;85;1015,4;8,6;26,72
1169;2020-10-10T01:31:33.635Z;85;1015,5;8,7;26,71
1170;2020-10-10T01:41:33.600Z;85,5;1015,4;8,7;26,72
1171;2020-10-10T01:51:33.592Z;85;1015,3;8,6;26,72
1172;2020-10-10T02:01:33.583Z;85;1015,3;8,5;26,72
1173;2020-10-10T02:11:33.576Z;85;1015,3;8,3;26,72
1174;2020-10-10T02:21:33.567Z;85;1015,3;8,2;26,72
1175;2020-10-10T02:31:33.558Z;85;1015,2;8,2;26,73
1176;2020-10-10T02:41:33.549Z;85;1015,2;8,1;26,74
1177;2020-10-10T02:51:33.539Z;85;1015,3;8;26,74
1178;2020-10-10T03:01:33.530Z;85;1015,3;7,9;26,75
1179;2020-10-10T03:21:33.513Z;85;1015,3;7,7;26,75
1180;2020-10-10T03:31:33.505Z;85;1015,4;7,7;26,76
1181;2020-10-10T03:41:33.496Z;85;1015,5;7,6;26,76
1182;2020-10-10T03:51:33.487Z;85;1015,5;7,5;26,77
1183;2020-10-10T04:01:33.477Z;85;1015,5;7,4;26,77
1184;2020-10-10T04:11:33.470Z;85;1015,5;7,3;26,78
1185;2020-10-10T04:21:33.461Z;85;1015,6;7,3;26,78
1186;2020-10-10T04:31:33.451Z;85;1015,6;7,2;26,78
1187;2020-10-10T04:41:33.441Z;85;1015,6;7,1;26,79
1188;2020-10-10T04:51:33.432Z;85;1015,7;7,1;26,79
1189;2020-10-10T05:01:33.425Z;85;1015,6;7;26,81
1190;2020-10-10T05:21:33.408Z;85,5;1015,8;6,9;26,81
1191;2020-10-10T05:31:33.397Z;85,5;1015,8;6,9;26,8
1192;2020-10-10T05:41:33.421Z;85,5;1015,8;6,8;26,82
1193;2020-10-10T06:01:33.371Z;85,5;1016;6,8;26,82
1194;2020-10-10T06:11:33.360Z;85,5;1016,2;6,7;26,82
1195;2020-10-10T06:21:33.352Z;85,5;1016,3;6,8;26,82
1196;2020-10-10T06:31:33.343Z;85,5;1016,3;6,8;26,83
1197;2020-10-10T06:41:33.334Z;85,5;1016,4;6,8;26,83
1198;2020-10-10T06:51:33.325Z;85,5;1016,4;6,8;26,83
1199;2020-10-10T07:01:33.317Z;85,5;1016,5;6,8;26,83
1200;2020-10-10T07:11:33.309Z;85,5;1016,5;6,9;26,83
1201;2020-10-10T07:21:33.301Z;85,5;1016,6;7;26,83
1202;2020-10-10T07:31:33.293Z;85,5;1016,6;7,2;26,83
1203;2020-10-10T07:41:33.282Z;85,5;1016,6;7,4;26,82
1204;2020-10-10T07:51:33.274Z;85,5;1016,7;7,6;26,81
1205;2020-10-10T08:01:33.265Z;85,5;1016,8;7,9;26,8
1206;2020-10-10T08:11:33.255Z;85,5;1016,8;8,2;26,78
1207;2020-10-10T08:21:33.248Z;85,5;1016,8;8,6;26,76
1208;2020-10-10T08:31:33.237Z;85,5;1016,8;8,9;26,75
1209;2020-10-10T08:41:33.229Z;85;1016,8;9,3;26,74
1210;2020-10-10T08:51:33.221Z;85;1016,9;9,7;26,7
1211;2020-10-10T09:01:33.212Z;85;1016,9;10,1;26,69
1212;2020-10-10T09:11:33.202Z;84,5;1016,9;10,5;26,66
1213;2020-10-10T09:21:33.192Z;84;1016,9;10,9;26,63
1214;2020-10-10T09:31:33.184Z;84;1016,9;11,4;26,61
1215;2020-10-10T09:41:33.173Z;83,5;1016,9;11,6;26,6
1216;2020-10-10T09:51:33.166Z;82,5;1017;12,2;26,59
1217;2020-10-10T10:01:33.159Z;81,5;1017;12,5;26,57
1218;2020-10-10T10:11:33.150Z;82;1017;12,4;26,52
1219;2020-10-10T10:31:33.134Z;81;1017,1;12;26,46
1220;2020-10-10T10:41:33.126Z;80;1017,1;12,1;26,45
1221;2020-10-10T10:51:33.118Z;80;1017,1;12,4;26,45
1222;2020-10-10T11:01:33.109Z;79,5;1017,1;12,8;26,43
1223;2020-10-10T11:11:33.100Z;78,5;1017,2;12,6;26,44
1224;2020-10-10T11:21:33.091Z;79;1017,2;12,4;26,43
1225;2020-10-10T11:31:33.085Z;79;1017,2;12,5;26,43
1226;2020-10-10T11:41:33.074Z;79;1017,2;12,2;26,43
1227;2020-10-10T11:51:33.065Z;79;1017,2;12,3;26,42
1228;2020-10-10T12:01:33.087Z;79;1017;12,7;26,43
1229;2020-10-10T12:11:33.047Z;78,5;1017;12,8;26,4
1230;2020-10-10T12:21:33.040Z;78,5;1017;12,7;26,36
1231;2020-10-10T12:31:33.032Z;79;1016,9;12,5;26,33
1232;2020-10-10T12:41:33.023Z;79;1016,8;12,4;26,34
1233;2020-10-10T12:51:33.013Z;79;1016,8;12,2;26,36
1234;2020-10-10T13:01:33.004Z;78,5;1017,2;11,8;26,35
1235;2020-10-10T13:11:33.000Z;79,5;1017,3;11,2;26,38
1236;2020-10-10T13:21:32.991Z;80,5;1017,1;10,8;26,4
1237;2020-10-10T13:31:33.015Z;80,5;1017,1;10,7;26,43
1238;2020-10-10T13:41:32.972Z;81;1017,2;10,5;26,45
1239;2020-10-10T13:51:32.964Z;81;1017,2;10,4;26,47
1240;2020-10-10T14:01:32.955Z;81;1017;10,3;26,49
1241;2020-10-10T14:11:32.949Z;81,5;1016,8;10,2;26,5
1242;2020-10-10T14:21:32.963Z;81,5;1016,7;10,1;26,52
1243;2020-10-10T14:31:32.929Z;81,5;1016,6;10;26,53
1244;2020-10-10T14:41:32.921Z;81,5;1016,5;9,9;26,55
1245;2020-10-10T14:51:32.912Z;81,5;1016,6;9,8;26,55
1246;2020-10-10T15:01:32.902Z;82;1016,5;9,7;26,57
1247;2020-10-10T15:11:32.892Z;82;1016,3;9,6;26,58
1248;2020-10-10T15:21:32.884Z;82;1016,3;9,5;26,59
1249;2020-10-10T15:31:32.877Z;82;1016,2;9,5;26,6
1250;2020-10-10T15:41:32.868Z;82,5;1016,1;9,4;26,62
1251;2020-10-10T15:51:32.860Z;82,5;1016,1;9,4;26,62
1252;2020-10-10T16:01:32.850Z;82,5;1016;9,4;26,63
1253;2020-10-10T16:11:32.841Z;82,5;1016;9,3;26,64
1254;2020-10-10T16:21:32.833Z;82,5;1016;9,3;26,63
1255;2020-10-10T16:31:32.879Z;83;1015,9;9,2;26,65
1256;2020-10-10T16:41:32.851Z;83;1015,8;9,1;26,65
1257;2020-10-10T16:51:32.818Z;83;1015,8;9,1;26,67
1258;2020-10-10T17:01:32.800Z;83;1016;9;26,67
1259;2020-10-10T17:11:32.790Z;83;1016,1;9;26,68
1260;2020-10-10T17:21:32.781Z;83;1016,1;8,9;26,68
1261;2020-10-10T17:31:32.772Z;83;1015,8;8,8;26,69
1262;2020-10-10T17:41:32.763Z;83;1015,8;8,7;26,7
1263;2020-10-10T17:51:32.756Z;83;1015,9;8,6;26,7
1264;2020-10-10T18:01:32.746Z;83;1015,8;8,4;26,7
1265;2020-10-10T18:11:32.735Z;83;1015,9;8,3;26,71
1266;2020-10-10T18:21:32.728Z;83;1015,9;8,2;26,72
1267;2020-10-10T18:31:32.720Z;83;1016,1;8;26,73
1268;2020-10-10T18:41:32.710Z;83;1016,2;8;26,74
1269;2020-10-10T18:51:32.702Z;83,5;1016,4;7,9;26,75
1270;2020-10-10T19:01:32.693Z;83,5;1016,5;7,8;26,75
1271;2020-10-10T19:11:32.685Z;83,5;1016,6;7,7;26,75
1272;2020-10-10T19:31:32.667Z;83,5;1016,7;7,4;26,76
1273;2020-10-10T19:41:32.658Z;83,5;1016,8;7,4;25,9
1274;2020-10-10T19:51:32.683Z;83,5;1016,8;7,4;26,78
1275;2020-10-10T20:01:32.641Z;83,5;1016,9;7,4;26,78
1276;2020-10-10T20:11:32.631Z;83,5;1016,9;7,4;26,79
1277;2020-10-10T20:21:47.640Z;83,5;994,4;7,3;26,78
1278;2020-10-10T20:31:47.641Z;83,5;1017;7,1;26,78
1279;2020-10-10T20:41:47.648Z;83,5;1016,9;7;26,79
1280;2020-10-10T20:51:47.610Z;83,5;1016,9;6,9;26,8
1281;2020-10-10T21:01:47.601Z;83,5;1016,9;6,9;26,8
1282;2020-10-10T21:11:47.592Z;83,5;1017;6,8;26,81
1283;2020-10-10T21:21:47.607Z;83,5;1017;6,7;26,83
1284;2020-10-10T21:31:47.575Z;83,5;1017,1;6,6;26,82
1285;2020-10-10T21:41:47.565Z;83,5;1017,1;6,5;26,82
1286;2020-10-10T21:51:47.557Z;84;1017,1;6,5;26,82
1287;2020-10-10T22:01:47.551Z;84;1017,1;6,5;26,84
1288;2020-10-10T22:11:47.539Z;84;1017,1;6,6;26,84
1289;2020-10-10T22:21:47.529Z;84;1017,2;6,6;26,84
1290;2020-10-10T22:31:47.519Z;84;1017,1;6,6;26,85
1291;2020-10-10T22:41:47.510Z;84;1017,1;6,5;26,84
1292;2020-10-10T22:51:47.500Z;84;1017,1;6,5;26,84
1293;2020-10-10T23:01:47.492Z;84;1017,2;6,4;26,85
1294;2020-10-10T23:21:47.476Z;84;1017,1;6,3;26,85
1295;2020-10-10T23:31:47.466Z;84;1017,1;6,2;26,86
1296;2020-10-10T23:41:47.457Z;84;1017,1;6,1;26,85
1297;2020-10-10T23:51:47.478Z;84;1017,1;6,1;26,86
1298;2020-10-11T00:01:47.440Z;84;1017,1;6,1;26,86
1299;2020-10-11T00:11:47.430Z;84;1017,2;6;26,87
1300;2020-10-11T00:21:47.420Z;84,5;1017,1;6;26,87
1301;2020-10-11T00:31:47.413Z;84,5;1017,2;6;26,87
1302;2020-10-11T00:41:47.404Z;84,5;1017,2;5,9;26,88
1303;2020-10-11T00:51:47.395Z;84,5;1017,2;5,9;26,89
1304;2020-10-11T01:01:47.385Z;84,5;1017,2;6;26,88
1305;2020-10-11T01:11:47.376Z;84,5;1017,2;6;26,89
1306;2020-10-11T01:21:47.395Z;84,5;1017,2;6,1;26,89
1307;2020-10-11T01:31:47.360Z;84,5;1017,2;6,2;26,89
1308;2020-10-11T01:41:47.350Z;84,5;1017,2;6,3;26,89
1309;2020-10-11T01:51:47.341Z;84,5;1017,3;6,3;26,88
1310;2020-10-11T02:01:47.333Z;84,5;1017,3;6,4;26,87
1311;2020-10-11T02:11:47.324Z;84,5;1017,3;6,5;26,87
1312;2020-10-11T02:21:47.314Z;85;1017,2;6,5;26,86
1313;2020-10-11T02:31:47.305Z;85;1017,1;6,6;26,87
1314;2020-10-11T02:41:47.296Z;85;1017,1;6,6;26,86
1315;2020-10-11T02:51:47.310Z;85;1017,1;6,7;26,86
1316;2020-10-11T03:01:47.277Z;85;1017;6,7;26,86
1317;2020-10-11T03:11:47.271Z;85;1017;6,7;26,86
1318;2020-10-11T03:21:47.259Z;85;1017;6,7;26,85
1319;2020-10-11T03:31:47.253Z;85;1017;6,7;26,86
1320;2020-10-11T03:41:47.245Z;85;1016,9;6,6;26,85
1321;2020-10-11T03:51:47.237Z;85;1017;6,6;26,86
1322;2020-10-11T04:01:47.227Z;85;1017;6,6;26,85
1323;2020-10-11T04:11:47.219Z;85;1017;6,5;26,85
1324;2020-10-11T04:21:47.208Z;85;1017;6,5;26,86
1325;2020-10-11T04:31:47.200Z;85;1016,9;6,4;26,87
1326;2020-10-11T04:41:47.190Z;85;1016,9;6,4;26,87
1327;2020-10-11T04:51:47.180Z;85;1016,9;6,4;26,86
1328;2020-10-11T05:01:47.172Z;85;1016,9;6,3;26,86
1329;2020-10-11T05:11:47.163Z;85;1016,9;6,3;26,87
1330;2020-10-11T05:21:47.155Z;85;1016,9;6,2;26,87
1331;2020-10-11T05:31:47.145Z;85;1016,9;6,2;26,88
1332;2020-10-11T05:41:47.134Z;85;1016,9;6,1;26,88
1333;2020-10-11T05:51:47.127Z;85;1016,9;6,1;26,88
1334;2020-10-11T06:01:47.117Z;85;1017;6,1;26,88
1335;2020-10-11T06:11:47.109Z;85;1017,1;6,1;26,88
1336;2020-10-11T06:21:47.117Z;85,5;1017;6,1;26,88
1337;2020-10-11T06:31:47.091Z;85,5;1017;6,1;26,89
1338;2020-10-11T06:41:47.083Z;85,5;1017;6,2;26,89
1339;2020-10-11T06:51:47.073Z;85,5;1017;6,2;26,88
1340;2020-10-11T07:01:47.064Z;85,5;1017;6,3;26,89
1341;2020-10-11T07:11:47.056Z;85,5;1017,2;6,5;26,88
