n;date;relative_humidity_1;barometric_pressure_1;temperature_1;analog_output_12
1342;2020-10-11T07:21:47.045Z;85,5;1017,2;6,8;26,88
1343;2020-10-11T07:31:47.037Z;85,5;1017,2;7;26,87
1344;2020-10-11T07:41:47.028Z;85,5;1017,2;7,1;26,86
1345;2020-10-11T07:51:47.020Z;86;1017,3;7,3;26,84
1346;2020-10-11T08:01:47.010Z;86;1017,2;7,5;26,83
1347;2020-10-11T08:11:47.002Z;86;1017,3;7,7;26,82
1348;2020-10-11T08:21:46.992Z;86;1017,3;8,1;26,8
1349;2020-10-11T08:31:46.982Z;86;1017,4;8,4;26,79
1350;2020-10-11T08:41:46.977Z;86;1017,4;8,7;26,78
1351;2020-10-11T08:51:46.965Z;86;1017,3;9,1;26,75
1352;2020-10-11T09:01:46.958Z;86;1017,3;9,1;26,73
1353;2020-10-11T09:11:46.949Z;86;1017,3;9,6;26,71
1354;2020-10-11T09:21:46.941Z;85,5;1017,2;9,8;26,69
1355;2020-10-11T09:31:46.932Z;85,5;1017,1;10,5;26,67
1356;2020-10-11T09:41:46.924Z;85,5;1017,2;10,9;26,65
1357;2020-10-11T09:51:46.916Z;85,5;1017,1;11;26,63
1358;2020-10-11T10:01:46.907Z;85,5;1017,1;11,6;26,6
1359;2020-10-11T10:11:46.898Z;85;1017,1;11,8;26,57
1360;2020-10-11T10:21:46.889Z;85;1017,2;11,7;26,53
1361;2020-10-11T10:31:46.881Z;85;1017,2;11,7;26,51
1362;2020-10-11T10:41:46.873Z;85;1017,2;11,7;26,5
1363;2020-10-11T10:51:46.864Z;85;1017,2;11,7;26,49
1364;2020-10-11T11:01:46.856Z;85;1017,1;12;26,49
1365;2020-10-11T11:11:46.847Z;85;1017,1;12,1;26,49
1366;2020-10-11T11:21:46.839Z;84,5;1017,1;11,9;26,49
1367;2020-10-11T11:31:46.830Z;84,5;1017,1;11,8;26,48
1368;2020-10-11T11:41:46.822Z;85;1017,1;11,8;26,48
1369;2020-10-11T11:51:46.814Z;85;1017,2;11,7;26,49
1370;2020-10-11T12:01:46.807Z;85;1017,2;12,1;26,48
1371;2020-10-11T12:11:46.797Z;85;1017,1;12,4;26,47
1372;2020-10-11T12:21:46.787Z;84,5;1017,2;12,3;26,44
1373;2020-10-11T12:31:46.780Z;84,5;1017,2;12,1;26,42
1374;2020-10-11T12:41:46.772Z;84;1017,1;12,1;26,43
1375;2020-10-11T12:51:46.763Z;84,5;1017;12,3;26,43
1376;2020-10-11T13:01:46.755Z;84;1017;12,3;26,43
1377;2020-10-11T13:11:46.746Z;84;1017;12;26,42
1378;2020-10-11T13:21:46.738Z;84,5;1017,1;11,9;26,43
1379;2020-10-11T13:31:46.729Z;84,5;1017,1;12;26,43
1380;2020-10-11T13:41:46.720Z;84,5;1017,1;12;26,43
1381;2020-10-11T13:51:46.712Z;84,5;1017,1;12,2;26,45
1382;2020-10-11T14:01:46.705Z;84,5;1017,2;12,2;26,45
1383;2020-10-11T14:11:46.697Z;84,5;1017,3;12,1;26,45
1384;2020-10-11T14:21:46.689Z;84;1017,2;12;26,46
1385;2020-10-11T14:31:46.679Z;84,5;1017,2;11,9;26,46
1386;2020-10-11T14:41:46.668Z;84,5;1017,2;11,7;26,46
1387;2020-10-11T14:51:46.660Z;84,5;1017,2;11,7;26,48
1388;2020-10-11T15:01:46.653Z;84,5;1017,3;11,8;26,49
1389;2020-10-11T15:11:46.645Z;84,5;1017,3;11,9;26,48
1390;2020-10-11T15:21:46.636Z;84,5;1017,3;11,8;26,49
1391;2020-10-11T15:31:46.628Z;84,5;1017,4;11,7;26,5
1392;2020-10-11T15:41:46.621Z;84,5;1017,4;11,5;26,5
1393;2020-10-11T15:51:46.611Z;85;1017,5;11,4;26,52
1394;2020-10-11T16:01:46.603Z;84,5;1017,6;11,4;26,52
1395;2020-10-11T16:11:46.595Z;84,5;1017,7;11,2;26,54
1396;2020-10-11T16:21:46.585Z;84,5;1017,8;11;26,54
1397;2020-10-11T16:31:46.578Z;84,5;1017,8;10,8;26,55
1398;2020-10-11T16:41:46.569Z;84,5;1017,9;10,6;26,56
1399;2020-10-11T16:51:46.559Z;84,5;1018;10,5;26,57
1400;2020-10-11T17:01:46.552Z;84,5;1018,1;10,3;26,58
1401;2020-10-11T17:11:46.543Z;85;1018,2;10,2;26,6
1402;2020-10-11T17:21:46.536Z;85;1018,3;10,2;26,6
1403;2020-10-11T17:31:46.529Z;85;1018,3;10,1;26,62
1404;2020-10-11T17:41:46.518Z;85;1018,4;10;26,62
1405;2020-10-11T17:51:46.510Z;85;1018,4;9,9;26,63
1406;2020-10-11T18:01:46.502Z;85;1018,5;9,8;26,63
1407;2020-10-11T18:11:46.492Z;85;1018,6;9,7;26,65
1408;2020-10-11T18:21:46.513Z;85;1018,6;9,6;26,66
1409;2020-10-11T18:31:46.474Z;85;1018,7;9,6;26,66
1410;2020-10-11T18:41:46.466Z;85;1018,7;9,5;26,67
1411;2020-10-11T18:51:46.457Z;85;1018,7;9,4;26,67
1412;2020-10-11T19:01:46.447Z;85;1018,7;9,4;26,67
1413;2020-10-11T19:11:46.438Z;85;1018,7;9,3;26,68
1414;2020-10-11T19:21:46.430Z;85;1018,7;9,2;26,68
1415;2020-10-11T19:31:46.423Z;85;1018,7;9,2;26,7
1416;2020-10-11T19:41:46.412Z;85;1018,7;9,2;26,71
1417;2020-10-11T19:51:46.406Z;85;1018,6;9,1;26,7
1418;2020-10-11T20:01:46.397Z;85;1018,7;9,1;26,71
1419;2020-10-11T20:11:46.390Z;85;1018,7;9;26,71
1420;2020-10-11T20:22:01.388Z;85,5;996;8,9;26,71
1421;2020-10-11T20:32:01.378Z;85;1018,6;8,9;26,7
1422;2020-10-11T20:42:01.369Z;85,5;1018,6;8,9;26,72
1423;2020-10-11T20:52:01.360Z;85,5;1018,7;8,9;26,72
1424;2020-10-11T21:02:01.352Z;85;1018,7;8,8;26,72
1425;2020-10-11T21:12:01.342Z;85;1018,8;8,7;26,73
1426;2020-10-11T21:22:01.336Z;85;1018,9;8,6;26,73
1427;2020-10-11T21:32:01.325Z;85;1018,9;8,5;26,74
1428;2020-10-11T21:42:01.317Z;85,5;1018,9;8,4;26,73
1429;2020-10-11T21:52:01.309Z;85,5;1018,9;8,3;26,75
1430;2020-10-11T22:02:01.297Z;85,5;1018,9;8,2;26,75
1431;2020-10-11T22:12:01.289Z;85,5;1018,9;8,1;26,76
1432;2020-10-11T22:22:01.281Z;85,5;1018,9;8;26,76
1433;2020-10-11T22:32:01.273Z;85,5;1018,9;7,9;26,77
1434;2020-10-11T22:42:01.267Z;85,5;1019;7,8;26,78
1435;2020-10-11T22:52:01.256Z;85,5;1018,9;7,8;26,78
1436;2020-10-11T23:02:01.247Z;85,5;1018,9;7,7;26,79
1437;2020-10-11T23:12:01.239Z;85,5;1018,9;7,7;26,8
1438;2020-10-11T23:22:01.229Z;85,5;1018,9;7,7;26,8
1439;2020-10-11T23:32:01.222Z;85,5;1019;7,7;26,81
1440;2020-10-11T23:42:01.210Z;85,5;1019,1;7,7;26,81
1441;2020-10-11T23:52:01.202Z;85,5;1019,1;7,8;26,81
1442;2020-10-12T00:02:01.194Z;85,5;1019,1;7,8;26,81
1443;2020-10-12T00:12:01.217Z;85,5;1019,3;7,9;26,8
1444;2020-10-12T00:22:01.178Z;85,5;1019,3;8;26,8
1445;2020-10-12T00:32:01.167Z;85,5;1019,3;8;26,79
1446;2020-10-12T00:42:01.157Z;85,5;1019,3;8;26,79
1447;2020-10-12T00:52:01.153Z;85,5;1019,1;8;26,79
1448;2020-10-12T01:02:01.141Z;85,5;1019,1;7,9;26,8
1449;2020-10-12T01:12:01.132Z;85,5;1019;7,8;26,8
1450;2020-10-12T01:22:01.123Z;85,5;1018,9;7,8;26,8
1451;2020-10-12T01:32:01.115Z;85,5;1018,8;7,7;26,8
1452;2020-10-12T01:42:01.107Z;85,5;1018,8;7,6;26,8
1453;2020-10-12T01:52:01.098Z;85,5;1018,8;7,5;26,81
1454;2020-10-12T02:02:01.089Z;85,5;1018,9;7,4;26,82
1455;2020-10-12T02:12:01.079Z;85,5;1018,9;7,3;26,82
1456;2020-10-12T02:22:01.100Z;85,5;1018,9;7,2;26,82
1457;2020-10-12T02:32:01.062Z;85,5;1019;7,1;26,82
1458;2020-10-12T02:42:01.054Z;85,5;1018,9;7,1;26,83
1459;2020-10-12T02:52:01.045Z;85,5;1018,8;7,1;26,84
1460;2020-10-12T03:02:01.038Z;86;1018,8;7;26,84
1461;2020-10-12T03:12:01.027Z;86;1018,8;7;26,84
1462;2020-10-12T03:22:01.018Z;86;1018,8;6,9;26,85
1463;2020-10-12T03:32:01.012Z;86;1018,9;6,9;26,85
1464;2020-10-12T03:42:01.000Z;86;1019;6,8;26,85
1465;2020-10-12T03:52:01.025Z;86;1019;6,8;26,85
1466;2020-10-12T04:02:00.982Z;86;1019;6,7;26,86
1467;2020-10-12T04:12:00.972Z;86;1018,9;6,7;26,86
1468;2020-10-12T04:22:00.965Z;86;1019,1;6,6;26,85
1469;2020-10-12T04:32:00.954Z;86;1019,2;6,6;26,87
1470;2020-10-12T04:42:00.947Z;86;1019,1;6,5;26,87
1471;2020-10-12T04:52:00.936Z;86;1019;6,5;26,87
1472;2020-10-12T05:02:00.930Z;86;1018,9;6,4;26,87
1473;2020-10-12T05:12:00.923Z;86;1018,9;6,4;26,87
1474;2020-10-12T05:22:00.912Z;86;1018,9;6,4;26,88
1475;2020-10-12T05:32:00.902Z;86;1018,9;6,4;26,88
1476;2020-10-12T05:42:00.896Z;86;1019;6,3;26,88
1477;2020-10-12T05:52:00.887Z;86;1019;6,3;26,89
1478;2020-10-12T06:02:00.907Z;86;1019;6,3;26,89
1479;2020-10-12T06:12:00.866Z;86;1019;6,3;26,89
1480;2020-10-12T06:22:00.859Z;86;1019;6,3;26,89
1481;2020-10-12T06:32:00.909Z;86;1019;6,3;26,89
1482;2020-10-12T06:42:00.841Z;86;1019;6,3;26,89
1483;2020-10-12T06:52:00.830Z;86;1019;6,4;26,89
1484;2020-10-12T07:02:00.823Z;86;1019,1;6,5;26,89
1485;2020-10-12T07:12:00.813Z;86;1019,2;6,6;26,88
1486;2020-10-12T07:22:00.804Z;86;1019,1;6,8;26,88
1487;2020-10-12T07:32:00.797Z;86,5;1019,1;7;26,88
1488;2020-10-12T07:42:00.788Z;86,5;1019,2;7,1;26,87
1489;2020-10-12T07:52:00.778Z;86,5;1019,1;7,3;26,86
1490;2020-10-12T08:02:00.771Z;86,5;1019,1;7,5;26,84
1491;2020-10-12T08:12:00.759Z;86,5;1019,1;7,8;26,84
1492;2020-10-12T08:22:00.751Z;86,5;1019,1;8;26,82
1493;2020-10-12T08:32:00.743Z;86,5;1019,1;8,2;26,81
1494;2020-10-12T08:42:00.737Z;86,5;1019,1;8,4;26,8
1495;2020-10-12T08:52:00.727Z;86,5;1019;8,6;26,79
1496;2020-10-12T09:02:00.757Z;86,5;1018,9;8,8;26,77
1497;2020-10-12T09:12:00.710Z;86,5;1018,9;9;26,77
1498;2020-10-12T09:22:00.700Z;86,5;1018,8;9,2;26,74
1499;2020-10-12T09:32:00.691Z;86,5;1018,8;9,4;26,74
1500;2020-10-12T09:42:00.681Z;86,5;1018,8;9,6;26,72
1501;2020-10-12T09:52:00.676Z;86,5;1018,8;9,8;26,71
1502;2020-10-12T10:02:00.668Z;86,5;1018,8;10;26,69
1503;2020-10-12T10:12:00.659Z;86,5;1018,8;10,2;26,68
1504;2020-10-12T10:22:00.648Z;86,5;1018,7;10,3;26,67
1505;2020-10-12T10:32:00.640Z;86,5;1018,7;10,5;26,66
1506;2020-10-12T10:42:00.636Z;86,5;1018,7;10,7;26,65
1507;2020-10-12T10:52:00.625Z;86,5;1018,6;10,9;26,64
1508;2020-10-12T11:02:00.615Z;86,5;1018,4;11,1;26,61
1509;2020-10-12T11:12:00.605Z;86,5;1018,3;11,3;26,61
1510;2020-10-12T11:22:00.598Z;86,5;1018,2;11,7;26,59
1511;2020-10-12T11:32:00.589Z;86,5;1018;12;26,57
1512;2020-10-12T11:42:00.580Z;86;1017,8;12,1;26,55
1513;2020-10-12T11:52:00.573Z;86;1017,7;12;26,54
1514;2020-10-12T12:02:00.592Z;86;1017,6;12,1;26,53
1515;2020-10-12T12:12:00.557Z;86;1017,5;12,2;26,51
1516;2020-10-12T12:22:00.547Z;86;1017,4;12,1;26,49
1517;2020-10-12T12:32:00.538Z;86;1017,4;12,2;26,49
1518;2020-10-12T12:42:00.531Z;86;1017,2;12,8;26,49
1519;2020-10-12T12:52:00.521Z;85,5;1017,1;12,8;26,47
1520;2020-10-12T13:02:00.514Z;85,5;1017,1;12,6;26,45
1521;2020-10-12T13:12:00.505Z;85;1017;12,5;26,45
1522;2020-10-12T13:22:00.497Z;85;1017;12,2;26,44
1523;2020-10-12T13:32:00.489Z;85,5;1016,9;12,1;26,45
1524;2020-10-12T13:42:00.480Z;85,5;1016,8;12;26,46
1525;2020-10-12T13:52:00.471Z;85;1016,7;12;26,46
1526;2020-10-12T14:02:00.464Z;85;1016,6;12;26,47
1527;2020-10-12T14:12:00.488Z;85;1016,5;12,1;26,48
1528;2020-10-12T14:22:00.448Z;85;1016,4;12,1;26,48
1529;2020-10-12T14:32:00.438Z;85;1016,3;12,1;26,48
1530;2020-10-12T14:42:00.433Z;85;1016,2;12;26,48
1531;2020-10-12T14:52:00.422Z;85;1016,1;12,1;26,47
1532;2020-10-12T15:02:00.414Z;84,5;1016;12,1;26,48
1533;2020-10-12T15:12:00.404Z;85;1016;12;26,47
1534;2020-10-12T15:22:00.396Z;85;1015,9;12;26,48
1535;2020-10-12T15:32:00.387Z;84,5;1015,9;12;26,49
1536;2020-10-12T15:42:00.381Z;84,5;1015,9;11,9;26,49
1537;2020-10-12T15:52:00.372Z;84,5;1015,9;11,7;26,48
1538;2020-10-12T16:02:00.362Z;84,5;1015,8;11,6;26,5
1539;2020-10-12T16:12:00.354Z;84,5;1015,8;11,4;26,5
1540;2020-10-12T16:22:00.346Z;84,5;1015,9;11,2;26,52
1541;2020-10-12T16:32:00.338Z;84,5;1015,8;11;26,52
1542;2020-10-12T16:42:00.329Z;85;1015,7;10,8;26,54
1543;2020-10-12T16:52:00.320Z;85;1015,7;10,6;26,54
1544;2020-10-12T17:02:00.313Z;85;1015,7;10,4;26,56
1545;2020-10-12T17:12:00.305Z;85;1015,7;10,2;26,57
1546;2020-10-12T17:22:00.295Z;85;1015,7;10;26,58
1547;2020-10-12T17:32:00.287Z;85;1015,8;9,8;26,6
1548;2020-10-12T17:42:00.279Z;85;1015,7;9,7;26,61
1549;2020-10-12T17:52:00.272Z;85;1015,7;9,5;26,62
1550;2020-10-12T18:02:00.260Z;85;1015,7;9,4;26,63
1551;2020-10-12T18:12:00.252Z;85;1015,6;9,2;26,64
1552;2020-10-12T18:22:00.244Z;85;1015,6;9,1;26,65
1553;2020-10-12T18:32:00.237Z;85;1015,6;8,9;26,67
1554;2020-10-12T18:42:00.226Z;85;1015,6;8,8;26,68
1555;2020-10-12T18:52:00.219Z;85;1015,5;8,7;26,69
1556;2020-10-12T19:02:00.211Z;85;1015,5;8,6;26,7
1557;2020-10-12T19:12:00.202Z;85;1015,5;8,5;26,7
1558;2020-10-12T19:22:00.190Z;85;1015,4;8,4;26,72
1559;2020-10-12T19:32:00.219Z;85;1015,4;8,3;26,73
1560;2020-10-12T19:42:00.198Z;85;1015,3;8,3;26,72
1561;2020-10-12T19:52:00.161Z;85;1015,3;8,2;26,73
1562;2020-10-12T20:02:00.158Z;85;1015,2;8,1;26,74
1563;2020-10-12T20:12:00.148Z;85;1015,2;8,1;26,74
1564;2020-10-12T20:22:15.153Z;85;992,5;8;26,74
1565;2020-10-12T20:32:15.141Z;85;1015,1;7,9;26,75
1566;2020-10-12T20:42:15.133Z;85;1015;7,9;26,76
1567;2020-10-12T20:52:15.124Z;85;1015;7,8;26,76
1568;2020-10-12T21:02:15.115Z;85;1014,8;7,7;26,77
1569;2020-10-12T21:12:15.106Z;85;1014,7;7,7;26,77
1570;2020-10-12T21:22:15.100Z;85;1014,7;7,6;26,78
1571;2020-10-12T21:32:15.088Z;85;1014,6;7,5;26,78
1572;2020-10-12T21:42:15.082Z;85;1014,5;7,5;26,78
1573;2020-10-12T21:52:15.074Z;85;1014,5;7,4;26,8
1574;2020-10-12T22:02:15.095Z;85;1014,3;7,4;26,8
1575;2020-10-12T22:12:15.057Z;85;1014,3;7,4;26,8
1576;2020-10-12T22:22:15.046Z;85,5;1014,1;7,6;26,81
1577;2020-10-12T22:32:15.036Z;85,5;1014;7,7;26,82
1578;2020-10-12T22:42:15.028Z;85;1013,9;7,8;26,8
1579;2020-10-12T22:52:15.019Z;85;1013,7;7,9;26,8
1580;2020-10-12T23:02:15.011Z;85;1013,6;7,9;26,8
1581;2020-10-12T23:12:15.001Z;85,5;1013,4;7,9;26,8
1582;2020-10-12T23:22:14.994Z;85;1013,3;8;26,8
1583;2020-10-12T23:32:14.982Z;85;1013,2;8;26,8
1584;2020-10-12T23:42:14.975Z;85,5;1013,1;8;26,8
1585;2020-10-12T23:52:14.966Z;85,5;1013,1;8;26,79
1586;2020-10-13T00:02:14.957Z;85,5;1013,1;8;26,8
1587;2020-10-13T00:12:14.949Z;85,5;1013;8;26,79
1588;2020-10-13T00:22:14.942Z;85,5;1012,9;7,9;26,79
1589;2020-10-13T00:32:14.931Z;85,5;1012,7;7,8;26,8
1590;2020-10-13T00:42:14.922Z;85,5;1012,6;7,7;26,8
1591;2020-10-13T00:52:14.914Z;85,5;1012,6;7,7;26,8
1592;2020-10-13T01:02:14.905Z;85,5;1012,5;7,6;26,8
1593;2020-10-13T01:12:14.897Z;85,5;1012,4;7,5;26,8
1594;2020-10-13T01:22:14.889Z;85,5;1012,3;7,5;26,81
1595;2020-10-13T01:32:14.878Z;85,5;1012,2;7,5;26,82
1596;2020-10-13T01:42:14.869Z;85,5;1012,1;7,6;26,82
1597;2020-10-13T01:52:14.860Z;85,5;1012,1;7,7;26,82
1598;2020-10-13T02:02:14.852Z;85,5;1012;7,7;26,82
1599;2020-10-13T02:12:14.841Z;85,5;1012;7,8;26,81
1600;2020-10-13T02:22:14.831Z;85,5;1011,9;7,8;26,81
1601;2020-10-13T02:32:14.820Z;85,5;1011,9;7,7;26,81
1602;2020-10-13T02:42:14.811Z;85,5;1011,8;7,7;26,82
1603;2020-10-13T02:52:14.803Z;85,5;1011,7;7,6;26,81
1604;2020-10-13T03:02:14.794Z;85,5;1011,6;7,6;26,81
1605;2020-10-13T03:12:14.783Z;85,5;1011,6;7,5;26,81
1606;2020-10-13T03:22:14.804Z;85,5;1011,5;7,5;26,82
1607;2020-10-13T03:32:14.766Z;85,5;1011,5;7,4;26,82
1608;2020-10-13T03:42:14.756Z;85,5;1011,4;7,3;26,82
1609;2020-10-13T03:52:14.753Z;85,5;1011,4;7,2;26,82
1610;2020-10-13T04:02:14.749Z;85,5;1011,4;7,1;26,83
1611;2020-10-13T04:12:14.744Z;85,5;1011,3;7,1;26,83
1612;2020-10-13T04:22:14.734Z;85,5;1011,3;7,1;26,85
1613;2020-10-13T04:32:14.723Z;85,5;1011,2;7;26,84
1614;2020-10-13T04:42:14.714Z;85,5;1011,2;7;26,85
1615;2020-10-13T04:52:14.704Z;85,5;1011,3;7;26,85
1616;2020-10-13T05:02:14.696Z;85,5;1011,3;6,9;26,85
1617;2020-10-13T05:12:14.688Z;85,5;1011,3;6,8;26,85
1618;2020-10-13T05:22:14.678Z;85,5;1011,2;6,8;26,85
1619;2020-10-13T05:32:14.670Z;85,5;1011,2;6,7;26,85
1620;2020-10-13T05:42:14.689Z;85,5;1011,1;6,7;26,85
1621;2020-10-13T05:52:14.654Z;85,5;1011,1;6,7;26,86
1622;2020-10-13T06:02:14.644Z;85,5;1011,1;6,7;26,87
1623;2020-10-13T06:12:14.653Z;85,5;1011,1;6,6;26,87
1624;2020-10-13T06:22:14.625Z;86;1011,2;6,6;26,86
1625;2020-10-13T06:32:14.616Z;86;1011,3;6,7;26,88
1626;2020-10-13T06:42:14.607Z;86;1011,3;6,7;26,87
1627;2020-10-13T06:52:14.599Z;86;1011,4;6,7;26,86
1628;2020-10-13T07:02:14.590Z;86;1011,4;6,8;26,87
1629;2020-10-13T07:12:14.581Z;86;1011,4;6,9;26,86
1630;2020-10-13T07:22:14.571Z;86;1011,5;7,1;26,86
1631;2020-10-13T07:32:14.561Z;86;1011,5;7,2;26,85
1632;2020-10-13T07:42:14.553Z;86;1011,5;7,4;26,85
1633;2020-10-13T07:52:14.546Z;86;1011,5;7,6;26,84
1634;2020-10-13T08:02:14.536Z;86;1011,5;7,8;26,82
1635;2020-10-13T08:12:14.530Z;86;1011,6;7,9;26,82
1636;2020-10-13T08:22:14.521Z;86;1011,6;8;26,81
1637;2020-10-13T08:32:14.511Z;86;1011,6;8,2;26,79
1638;2020-10-13T08:42:14.500Z;86;1011,5;8,4;26,78
1639;2020-10-13T08:52:14.492Z;86;1011,5;8,6;26,77
1640;2020-10-13T09:02:14.484Z;86;1011,5;8,8;26,75
1641;2020-10-13T09:12:14.475Z;86;1011,6;9;26,74
1642;2020-10-13T09:22:14.464Z;86;1011,6;9,1;26,73
1643;2020-10-13T09:32:14.455Z;85,5;1011,6;9,2;26,72
1644;2020-10-13T09:42:14.447Z;85,5;1011,5;9,4;26,72
1645;2020-10-13T09:52:14.439Z;85,5;1011,5;9,5;26,71
1646;2020-10-13T10:02:14.429Z;85,5;1011,5;9,7;26,7
1647;2020-10-13T10:12:14.423Z;85,5;1011,5;9,9;26,68
1648;2020-10-13T10:22:14.413Z;85,5;1011,5;10,1;26,66
1649;2020-10-13T10:32:14.405Z;85,5;1011,5;10,2;26,66
1650;2020-10-13T10:42:14.399Z;85,5;1011,5;10,3;26,63
1651;2020-10-13T10:52:14.387Z;85;1011,5;10,6;26,63
1652;2020-10-13T11:02:14.377Z;85;1011,5;11;26,61
1653;2020-10-13T11:12:14.370Z;85;1011,6;11,2;26,61
1654;2020-10-13T11:22:14.360Z;84,5;1011,5;11,3;26,59
1655;2020-10-13T11:42:14.345Z;84;1011,5;11,4;26,56
1656;2020-10-13T11:52:14.335Z;84;1011,5;11,6;26,55
1657;2020-10-13T12:02:14.328Z;84;1011,4;11,7;26,55
1658;2020-10-13T12:12:14.320Z;84;1011,4;11,8;26,52
1659;2020-10-13T12:22:14.312Z;84;1011,4;11,8;26,51
1660;2020-10-13T12:32:14.302Z;83,5;1011,4;11,9;26,49
1661;2020-10-13T12:42:14.294Z;83,5;1011,3;12;26,47
1662;2020-10-13T12:52:14.295Z;83;1011,2;11,9;26,46
1663;2020-10-13T13:02:14.278Z;83;1011,2;12;26,46
1664;2020-10-13T13:12:14.268Z;82,5;1011,3;12,2;26,47
1665;2020-10-13T13:22:14.261Z;82,5;1011,3;12;26,47
1666;2020-10-13T13:32:14.253Z;82,5;1011,4;12;26,48
1667;2020-10-13T13:42:14.242Z;82,5;1011,4;12;26,47
1668;2020-10-13T13:52:14.234Z;82;1011,4;11,9;36,86
1669;2020-10-13T14:02:14.227Z;82;1011,4;11,9;61,12
1670;2020-10-13T14:12:14.217Z;81,5;1011,5;11,9;61,11
1671;2020-10-13T14:22:14.208Z;81,5;1011,5;11,9;61,11
1672;2020-10-13T14:32:14.200Z;81,5;1011,4;11,8;59,24
