"time";"Humidity - h (%RH) (h)";"Pressure - p (hPa) (p)";"Temperature - t (Â°C) (t)";"rssi (rssi)"
2021-02-01T00:01:10Z;87.5;993;-0.6;-105
2021-02-01T00:11:10Z;87.5;992.9;-0.6;-105
2021-02-01T00:21:10Z;87.5;992.8;-0.6;-106
2021-02-01T00:31:10Z;87.5;992.7;-0.5;-105
2021-02-01T00:41:10Z;87.5;992.6;-0.5;-104
2021-02-01T00:51:10Z;87.5;992.5;-0.4;-104
2021-02-01T01:01:10Z;87.5;992.3;-0.4;-107
2021-02-01T01:11:10Z;87.5;992.3;-0.4;-106
2021-02-01T01:21:10Z;87.5;992.2;-0.3;-103
2021-02-01T01:31:10Z;87.5;992.1;-0.3;-105
2021-02-01T01:41:10Z;87.5;992;-0.3;-104
2021-02-01T01:51:10Z;87.5;991.9;-0.3;-104
2021-02-01T02:01:10Z;87.5;991.8;-0.2;-106
2021-02-01T02:11:10Z;87.5;991.7;-0.2;-105
2021-02-01T02:21:10Z;87.5;991.6;-0.2;-105
2021-02-01T02:31:10Z;87.5;991.4;-0.2;-106
2021-02-01T02:41:10Z;88;991.3;-0.1;-106
2021-02-01T02:51:10Z;88;991.3;-0.1;-105
2021-02-01T03:01:10Z;88;991.2;-0.1;-106
2021-02-01T03:11:10Z;88;991.1;-0.1;-106
2021-02-01T03:21:10Z;88;991;-0.1;-106
2021-02-01T03:31:10Z;88;991;0;-108
2021-02-01T03:41:10Z;88;990.9;0;-104
2021-02-01T03:51:10Z;88;990.9;0;-104
2021-02-01T04:01:10Z;88;990.9;0;-105
2021-02-01T04:11:10Z;88;991;0;-105
2021-02-01T04:21:10Z;88;990.9;0;-105
2021-02-01T04:31:10Z;88;990.8;0;-105
2021-02-01T04:41:10Z;88;990.8;0;-104
2021-02-01T04:51:10Z;88;990.9;0;-105
2021-02-01T05:01:10Z;88;990.9;0;-105
2021-02-01T05:11:10Z;88;990.8;0;-105
2021-02-01T05:21:10Z;88.5;990.7;0;-104
2021-02-01T05:31:10Z;88.5;990.6;0;-105
2021-02-01T05:41:09Z;88.5;990.7;0;-105
2021-02-01T05:51:09Z;88.5;990.7;0;-105
2021-02-01T06:01:09Z;88.5;990.7;0;-106
2021-02-01T06:11:10Z;88.5;990.7;0;-104
2021-02-01T06:21:09Z;88.5;990.8;0;-104
2021-02-01T06:31:09Z;88.5;990.9;0;-105
2021-02-01T06:41:09Z;88.5;990.9;0;-104
2021-02-01T06:51:09Z;88.5;991;0.1;-105
2021-02-01T07:01:09Z;88.5;991.2;0.1;-105
2021-02-01T07:11:09Z;88.5;991.3;0.1;-104
2021-02-01T07:21:09Z;88.5;991.4;0.1;-105
2021-02-01T07:31:09Z;88.5;991.5;0.1;-104
2021-02-01T07:41:09Z;88.5;991.5;0.1;-106
2021-02-01T07:51:09Z;88.5;991.6;0.1;-104
2021-02-01T08:01:09Z;88.5;991.6;0.1;-106
2021-02-01T08:11:09Z;88.5;991.7;0.1;-104
2021-02-01T08:21:09Z;88.5;991.7;0.2;-104
2021-02-01T08:31:09Z;88.5;991.8;0.2;-105
2021-02-01T08:41:09Z;88.5;991.9;0.2;-105
2021-02-01T08:51:09Z;88.5;992;0.2;-104
2021-02-01T09:01:09Z;88.5;992;0.2;-104
2021-02-01T09:11:09Z;88.5;992.1;0.2;-105
2021-02-01T09:21:09Z;88.5;992.2;0.3;-104
2021-02-01T09:31:09Z;89;992.2;0.3;-104
2021-02-01T09:41:09Z;89;992.2;0.3;-106
2021-02-01T09:51:09Z;89;992.3;0.4;-106
2021-02-01T10:01:09Z;89;992.3;0.4;-106
2021-02-01T10:11:09Z;89;992.4;0.5;-106
2021-02-01T10:21:09Z;89;992.5;0.5;-107
2021-02-01T10:31:09Z;89;992.5;0.6;-105
2021-02-01T10:41:09Z;89;992.7;0.6;-106
2021-02-01T10:51:09Z;89;992.8;0.7;-106
2021-02-01T11:01:09Z;89;992.8;0.8;-106
2021-02-01T11:11:09Z;89;993;0.8;-106
2021-02-01T11:21:09Z;89;993.1;0.9;-106
2021-02-01T11:31:09Z;89;993.1;1;-105
2021-02-01T11:41:09Z;89;993.2;1;-104
2021-02-01T11:51:09Z;89;993.2;1.1;-104
2021-02-01T12:01:09Z;89;993.3;1.2;-104
2021-02-01T12:11:09Z;89;993.4;1.3;-104
2021-02-01T12:21:09Z;89;993.5;1.3;-104
2021-02-01T12:31:09Z;89;993.5;1.3;-104
2021-02-01T12:41:09Z;89;993.5;1.3;-105
2021-02-01T12:51:09Z;89;993.6;1.3;-106
2021-02-01T13:01:09Z;89;993.7;1.4;-105
2021-02-01T13:11:09Z;89;993.6;1.4;-104
2021-02-01T13:21:09Z;89;993.7;1.4;-106
2021-02-01T13:31:09Z;89;993.8;1.5;-106
2021-02-01T13:41:24Z;89.5;971.8;1.5;-105
2021-02-01T13:51:24Z;89;993.9;1.5;-105
2021-02-01T14:01:24Z;89;994.1;1.5;-105
2021-02-01T14:11:24Z;89;994.3;1.5;-105
2021-02-01T14:21:24Z;89.5;994.4;1.6;-106
2021-02-01T14:31:24Z;89.5;994.6;1.6;-106
2021-02-01T14:41:24Z;89.5;994.8;1.6;-106
2021-02-01T14:51:24Z;89.5;994.9;1.5;-105
2021-02-01T15:01:24Z;89.5;995.1;1.5;-105
2021-02-01T15:11:24Z;89.5;995.2;1.5;-105
2021-02-01T15:21:24Z;89.5;995.3;1.6;-105
2021-02-01T15:31:24Z;89.5;995.4;1.6;-106
2021-02-01T15:41:24Z;89.5;995.6;1.6;-105
2021-02-01T15:51:24Z;89.5;995.7;1.6;-107
2021-02-01T16:01:24Z;89.5;996;1.6;-106
2021-02-01T16:11:24Z;89.5;996.2;1.6;-106
2021-02-01T16:21:24Z;89.5;996.4;1.5;-105
2021-02-01T16:31:24Z;89.5;996.5;1.5;-106
2021-02-01T16:41:24Z;89.5;996.6;1.4;-105
2021-02-01T16:51:24Z;89.5;996.6;1.4;-105
2021-02-01T17:01:24Z;89.5;996.7;1.3;-105
2021-02-01T17:11:24Z;89.5;997;1.3;-106
2021-02-01T17:21:24Z;89.5;997.1;1.2;-105
2021-02-01T17:31:24Z;89.5;997.3;1.2;-105
2021-02-01T17:41:24Z;89.5;997.7;1.1;-104
2021-02-01T17:51:24Z;89.5;998;1.1;-106
2021-02-01T18:01:24Z;89.5;998.1;1.1;-105
2021-02-01T18:11:24Z;89.5;998.1;1;-105
2021-02-01T18:21:24Z;89.5;998;1;-106
2021-02-01T18:31:24Z;89.5;998;1;-106
2021-02-01T18:41:24Z;89.5;998.1;1;-106
2021-02-01T18:51:24Z;89.5;998.4;0.9;-106
2021-02-01T19:01:24Z;89.5;998.5;0.9;-106
2021-02-01T19:11:24Z;89.5;998.7;0.9;-105
2021-02-01T19:21:24Z;89.5;998.8;0.9;-105
2021-02-01T19:31:24Z;90;998.9;0.9;-106
2021-02-01T19:41:24Z;90;998.8;0.8;-106
2021-02-01T19:51:24Z;90;998.8;0.8;-106
2021-02-01T20:01:24Z;90;999.1;0.8;-106
2021-02-01T20:11:24Z;90;999.4;0.8;-106
2021-02-01T20:21:24Z;90;999.6;0.8;-107
2021-02-01T20:31:24Z;90;999.6;0.8;-106
2021-02-01T20:41:24Z;90;999.7;0.8;-106
2021-02-01T20:51:24Z;90;999.9;0.8;-107
2021-02-01T21:01:24Z;90;999.8;0.8;-106
2021-02-01T21:11:24Z;90;999.9;0.8;-106
2021-02-01T21:21:24Z;90;1000.3;0.8;-106
2021-02-01T21:31:24Z;90;1000.5;0.8;-105
2021-02-01T21:41:24Z;90;1000.4;0.8;-105
2021-02-01T21:51:24Z;90;1000.2;0.8;-104
2021-02-01T22:01:24Z;90;1000;0.8;-105
2021-02-01T22:11:24Z;90;1000.1;0.7;-105
2021-02-01T22:21:24Z;90;1000.1;0.7;-105
2021-02-01T22:31:24Z;90;1000.2;0.7;-105
2021-02-01T22:41:24Z;90;1000.3;0.7;-105
2021-02-01T22:51:24Z;90;1000.5;0.7;-104
2021-02-01T23:01:24Z;90;1000.6;0.7;-104
2021-02-01T23:11:24Z;90;1000.7;0.7;-104
2021-02-01T23:21:24Z;90;1000.9;0.7;-104
2021-02-01T23:31:24Z;90;1001.1;0.7;-104
2021-02-01T23:41:24Z;90;1001.2;0.7;-104
2021-02-01T23:51:24Z;90;1001.3;0.7;-104
2021-02-02T00:01:24Z;90;1001.5;0.7;-104
2021-02-02T00:11:24Z;90;1001.7;0.7;-105
2021-02-02T00:21:24Z;90;1001.9;0.7;-104
2021-02-02T00:31:24Z;90;1001.9;0.7;-104
2021-02-02T00:41:24Z;90;1001.8;0.7;-104
2021-02-02T00:51:24Z;90;1001.8;0.7;-104
2021-02-02T01:01:24Z;90;1001.8;0.7;-104
2021-02-02T01:11:24Z;90;1001.8;0.7;-105
2021-02-02T01:21:24Z;90;1001.8;0.8;-105
2021-02-02T01:31:23Z;90;1001.8;0.7;-104
2021-02-02T01:41:23Z;90;1001.7;0.7;-104
2021-02-02T01:51:23Z;90;1001.8;0.8;-105
2021-02-02T02:01:23Z;90;1001.7;0.8;-105
2021-02-02T02:11:24Z;90;1001.5;0.8;-104
2021-02-02T02:21:23Z;90;1001.5;0.8;-104
2021-02-02T02:31:23Z;90;1001.7;0.8;-104
2021-02-02T02:41:23Z;90;1001.8;0.7;-105
2021-02-02T02:51:23Z;90;1001.8;0.7;-104
2021-02-02T03:01:23Z;90;1001.8;0.7;-105
2021-02-02T03:11:23Z;90;1001.8;0.7;-104
2021-02-02T03:21:23Z;90;1001.5;0.7;-105
2021-02-02T03:31:23Z;90;1001.3;0.8;-105
2021-02-02T03:41:23Z;90;1001;0.7;-104
2021-02-02T03:51:23Z;90;1001;0.8;-105
2021-02-02T04:01:23Z;90;1001;0.8;-104
2021-02-02T04:11:23Z;90;1000.8;0.7;-105
2021-02-02T04:21:23Z;90;1000.7;0.7;-105
2021-02-02T04:31:23Z;90;1000.7;0.7;-104
2021-02-02T04:41:23Z;90;1000.6;0.6;-105
2021-02-02T04:51:23Z;90;1000.6;0.6;-104
2021-02-02T05:01:23Z;90;1000.8;0.6;-104
2021-02-02T05:11:23Z;90.5;1000.8;0.5;-104
2021-02-02T05:21:23Z;90.5;1000.9;0.5;-104
2021-02-02T05:31:23Z;90;1000.8;0.5;-105
2021-02-02T05:41:23Z;90;1000.7;0.5;-105
2021-02-02T05:51:23Z;90;1000.9;0.5;-105
2021-02-02T06:01:23Z;90.5;1000.9;0.4;-104
2021-02-02T06:11:23Z;90.5;1000.9;0.4;-105
2021-02-02T06:21:23Z;90.5;1000.8;0.4;-104
2021-02-02T06:31:23Z;90.5;1000.7;0.4;-104
2021-02-02T06:41:23Z;90.5;1000.5;0.4;-104
2021-02-02T06:51:23Z;90.5;1000.3;0.4;-104
2021-02-02T07:01:23Z;90.5;1000.1;0.4;-105
2021-02-02T07:11:23Z;90.5;1000.1;0.4;-104
2021-02-02T07:21:23Z;90.5;1000;0.5;-104
2021-02-02T07:31:23Z;90.5;1000;0.5;-105
2021-02-02T07:41:23Z;90.5;999.8;0.5;-104
2021-02-02T07:51:23Z;90.5;999.7;0.6;-106
2021-02-02T08:01:23Z;90.5;999.6;0.6;-104
2021-02-02T08:11:23Z;90.5;999.4;0.6;-105
2021-02-02T08:21:23Z;90.5;999.3;0.7;-105
2021-02-02T08:31:23Z;90.5;999.1;0.7;-104
2021-02-02T08:41:23Z;90.5;999;0.8;-103
2021-02-02T08:51:23Z;90.5;998.8;0.8;-104
2021-02-02T09:01:23Z;90.5;998.7;0.9;-104
2021-02-02T09:11:23Z;90.5;998.6;0.9;-102
2021-02-02T09:21:23Z;90.5;998.5;1;-104
2021-02-02T09:31:23Z;91;998.4;1.1;-105
2021-02-02T09:41:23Z;91;998.3;1.1;-104
2021-02-02T09:51:23Z;91;998.1;1.2;-104
2021-02-02T10:01:23Z;91;997.9;1.3;-105
2021-02-02T10:11:23Z;91;997.8;1.4;-103
2021-02-02T10:21:23Z;91;997.8;1.5;-105
2021-02-02T10:31:23Z;91;997.7;1.6;-103
2021-02-02T10:41:23Z;91;997.3;1.7;-104
2021-02-02T10:51:23Z;91;997.2;1.9;-104
2021-02-02T11:01:23Z;91.5;997;2;-104
2021-02-02T11:11:23Z;91.5;996.9;2.1;-107
2021-02-02T11:21:23Z;91.5;996.9;2.3;-106
2021-02-02T11:31:23Z;91.5;996.9;2.4;-106
2021-02-02T11:41:23Z;91.5;996.8;2.4;-107
2021-02-02T11:51:23Z;91.5;996.7;2.5;-108
2021-02-02T12:01:23Z;91.5;996.5;2.6;-110
2021-02-02T12:11:23Z;91.5;996.4;2.7;-108
2021-02-02T12:21:23Z;91.5;996.4;2.7;-108
2021-02-02T12:31:23Z;91.5;996.2;2.8;-109
2021-02-02T12:41:23Z;91.5;996.2;2.9;-111
2021-02-02T12:51:23Z;91.5;996;3;-109
2021-02-02T13:01:23Z;91.5;995.8;3;-107
2021-02-02T13:11:23Z;91.5;995.7;3.1;-105
2021-02-02T13:21:23Z;91.5;995.6;3.1;-107
2021-02-02T13:31:23Z;91.5;995.6;3.2;-109
2021-02-02T13:51:38Z;91.5;995.4;3.3;-107
2021-02-02T14:01:38Z;91.5;995.3;3.4;-108
2021-02-02T14:11:38Z;91.5;995.3;3.4;-109
2021-02-02T14:21:38Z;92;995.3;3.5;-108
2021-02-02T14:31:38Z;92;995.3;3.6;-110
2021-02-02T14:41:38Z;92;995.3;3.7;-107
2021-02-02T14:51:38Z;92;995.2;3.8;-110
2021-02-02T15:01:38Z;92;995.3;3.8;-109
2021-02-02T15:11:38Z;92;995.3;3.9;-109
2021-02-02T15:21:38Z;92;995.4;3.9;-108
2021-02-02T15:31:38Z;92;995.4;4;-107
2021-02-02T15:41:38Z;92;995.3;4;-111
2021-02-02T15:51:38Z;92;995.4;4.1;-109
2021-02-02T16:01:38Z;92;995.4;4.1;-109
2021-02-02T16:11:38Z;92;995.3;4.1;-108
2021-02-02T16:21:38Z;92;995.4;4.1;-108
2021-02-02T16:31:38Z;92;995.4;4.1;-108
2021-02-02T16:41:38Z;92;995.5;4.1;-108
2021-02-02T16:51:38Z;92;995.6;4.1;-109
2021-02-02T17:01:38Z;92;995.6;4.2;-107
2021-02-02T17:11:38Z;92.5;995.7;4.3;-108
2021-02-02T17:21:38Z;92.5;995.7;4.6;-109
2021-02-02T17:31:38Z;92.5;995.8;4.7;-110
2021-02-02T17:41:38Z;92.5;995.9;4.8;-109
2021-02-02T17:51:38Z;92.5;996;5;-108
2021-02-02T18:01:38Z;92.5;995.9;5.2;-116
2021-02-02T18:11:38Z;92.5;996;5.5;-111
2021-02-02T18:21:38Z;92.5;996;5.7;-111
2021-02-02T18:31:38Z;92.5;996.1;5.9;-108
2021-02-02T18:41:38Z;92.5;996.1;6;-115
2021-02-02T18:51:38Z;93;996;6.2;-112
2021-02-02T19:01:38Z;93;995.9;6.4;-116
2021-02-02T19:11:38Z;93;995.9;6.6;-110
2021-02-02T19:21:38Z;93;995.9;6.7;-110
2021-02-02T19:31:38Z;93;996;6.8;-112
2021-02-02T19:41:38Z;93;996;6.9;-109
2021-02-02T20:01:37Z;93;995.8;7.2;-110
2021-02-02T20:11:38Z;93;995.9;7.3;-112
2021-02-02T20:21:38Z;93.5;995.8;7.5;-103
2021-02-02T20:31:38Z;93.5;995.8;7.6;-108
2021-02-02T20:41:38Z;93;995.7;7.6;-109
2021-02-02T20:51:38Z;93;995.7;7.6;-118
2021-02-02T21:01:38Z;93;995.8;7.6;-106
2021-02-02T21:11:38Z;93;995.9;7.7;-112
2021-02-02T21:21:38Z;93.5;995.9;7.7;-115
2021-02-02T21:31:37Z;93.5;996;7.8;-105
2021-02-02T21:41:37Z;93.5;996.1;7.9;-116
2021-02-02T21:51:37Z;93.5;996;7.9;-109
2021-02-02T22:01:37Z;93.5;996;8;-110
2021-02-02T22:11:37Z;93.5;996;8;-103
2021-02-02T22:21:37Z;93.5;995.9;8.1;-110
2021-02-02T22:31:37Z;93.5;996;8;-114
2021-02-02T22:41:37Z;93.5;996.1;8;-108
2021-02-02T22:51:37Z;93.5;996.2;8;-111
2021-02-02T23:01:37Z;93.5;996.2;8.1;-112
2021-02-02T23:11:37Z;93.5;996.2;8.1;-119
2021-02-02T23:21:37Z;94;996.1;8.2;-108
2021-02-02T23:31:37Z;94;995.9;8.3;-110
2021-02-02T23:41:37Z;93.5;996;8.3;-108
2021-02-02T23:51:37Z;94;996.1;8.2;-109
2021-02-03T00:01:37Z;93.5;996;8.2;-111
2021-02-03T00:11:37Z;93.5;996.1;8.1;-110
2021-02-03T00:21:37Z;93.5;996;8;-109
2021-02-03T00:31:37Z;93.5;995.9;7.9;-113
2021-02-03T00:41:37Z;93.5;995.7;7.9;-112
2021-02-03T00:51:37Z;94;995.8;8;-112
2021-02-03T01:01:37Z;94;995.6;8.1;-106
2021-02-03T01:11:37Z;94;995.6;8.1;-115
2021-02-03T01:21:37Z;94;995.6;8.2;-109
2021-02-03T01:31:37Z;94;995.6;8.2;-113
2021-02-03T01:41:37Z;94;995.6;8.3;-120
2021-02-03T01:51:37Z;94;995.6;8.3;-108
2021-02-03T02:01:37Z;94;995.6;8.4;-119
2021-02-03T02:11:37Z;94;995.6;8.4;-108
2021-02-03T02:21:37Z;94;995.5;8.4;-111
2021-02-03T02:31:37Z;94;995.6;8.4;-118
2021-02-03T02:41:37Z;94;995.5;8.4;-110
2021-02-03T02:51:37Z;94;995.5;8.4;-104
2021-02-03T03:01:37Z;94;995.5;8.4;-114
2021-02-03T03:11:37Z;94;995.6;8.4;-113
2021-02-03T03:21:37Z;94;995.6;8.4;-111
2021-02-03T03:31:37Z;94;995.4;8.4;-115
2021-02-03T03:41:37Z;94;995.3;8.3;-118
2021-02-03T03:51:37Z;94;995.4;8.2;-102
2021-02-03T04:01:37Z;94;995.2;8.2;-112
2021-02-03T04:11:37Z;94;995.1;8.2;-113
2021-02-03T04:21:37Z;94;995.1;8.1;-109
2021-02-03T04:31:37Z;94;995.1;8.2;-109
2021-02-03T04:41:37Z;94;995.1;8.1;-104
2021-02-03T04:51:37Z;94;995;8.1;-105
2021-02-03T05:01:37Z;94;995;8.1;-109
2021-02-03T05:11:37Z;94;994.9;8.1;-109
2021-02-03T05:21:37Z;94;994.9;8.1;-107
2021-02-03T05:31:37Z;94;994.9;8.1;-112
2021-02-03T05:41:37Z;94;994.9;8.1;-110
2021-02-03T05:51:37Z;94;994.9;8.1;-110
2021-02-03T06:01:37Z;94;994.8;8;-113
2021-02-03T06:11:37Z;94;994.7;8;-113
2021-02-03T06:21:37Z;94;994.6;8;-112
2021-02-03T06:31:37Z;94;994.6;7.9;-110
2021-02-03T06:41:37Z;94;994.6;7.9;-110
2021-02-03T06:51:37Z;94;994.6;7.9;-108
2021-02-03T07:01:37Z;94;994.6;7.9;-109
2021-02-03T07:11:37Z;94;994.7;7.9;-111
2021-02-03T07:21:37Z;94.5;994.7;8;-109
2021-02-03T07:31:37Z;94;994.6;8;-108
2021-02-03T07:41:37Z;94;994.5;8;-110
2021-02-03T07:51:37Z;94;994.5;7.9;-109
2021-02-03T08:01:37Z;94.5;994.5;8;-109
